effortLevel,nDots,coherence,dotFrames,speed,dotDirections,participant,age,scriptDate,startTime,endTime,refreshRate,fixationFrames,fixationS,trialNo,blockType,task,targetFrames,targetS,blockNumber,elapsedTime,resp,rt,iti,responseTTL,overallTrialNum,keypress,acc,creditsEarned
1,100.0,0.7,3.0,0.01,180,4,20,151018,2018-10-18-15-22-46,2018-10-18-15-23-38,60,90,1.5,1,dotMotionPracticeEasy,dotMotionPracticeEasy,180,10800,1,52.486445903778076,,,0.75,,1,,0,0
2,500.0,0.7,3.0,0.01,270,4,20,151018,2018-10-18-15-22-46,2018-10-18-15-23-44,60,90,1.5,2,dotMotionPracticeEasy,dotMotionPracticeEasy,180,10800,1,57.58706307411194,up,1.7513079643249512,0.65,250.0,2,up,0,0,How confident are you?,3,39.20634484291077,How much effort did it require?,5,4.618155002593994
0,10.0,0.7,3.0,0.01,180,4,20,151018,2018-10-18-15-22-46,2018-10-18-15-24-35,60,90,1.5,3,dotMotionPracticeEasy,dotMotionPracticeEasy,180,10800,1,109.20749807357788,,,0.4,,1,,0,0,,,,,,
