trialType,task1,task2,participant,age,scriptDate,startTime,endTime,refreshRate,fixationFrames,fixationS,trialNo,blockType,task,targetFrames,targetS,blockNumber,elapsedTime,resp,choice,rt,iti,responseTTL,overallTrialNum,keypress,acc,creditsEarned,dotMotion_effortLevel,dotMotion_nDots,dotMotion_coherence,dotMotion_dotFrames,dotMotion_speed,dotMotion_dotDirections,dotMotion_resp,dotMotion_rt,dotMotion_acc
0_2,2,0,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-08,60,90,1.5,11,dotMotionDST,dotMotionDST,180,10800,1,428.61991715431213,right,0.0,0.6706788539886475,0.4,250.0,11,right,1,0,0.0,10.0,0.05,3.0,0.01,270.0,left,1.5324277877807617,0.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-16,60,90,1.5,12,dotMotionDST,dotMotionDST,180,10800,1,436.7694339752197,left,1.0,1.2508800029754639,0.4,250.0,12,left,1,0,1.0,100.0,0.05,3.0,0.01,180.0,left,1.2863960266113281,1.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-23,60,90,1.5,13,dotMotionDST,dotMotionDST,180,10800,1,443.6879870891571,left,0.0,0.48604393005371094,0.55,250.0,13,left,1,0,0.0,10.0,0.05,3.0,0.01,90.0,up,1.2546260356903076,1.0
0_2,2,0,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-30,60,90,1.5,14,dotMotionDST,dotMotionDST,180,10800,1,450.37211298942566,right,0.0,0.4198880195617676,0.4,250.0,14,right,1,0,0.0,10.0,0.05,3.0,0.01,0.0,right,1.6883931159973145,1.0
0_2,2,0,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-38,60,90,1.5,15,dotMotionDST,dotMotionDST,180,10800,1,458.0556831359863,right,0.0,0.4859950542449951,0.6,250.0,15,right,1,0,0.0,10.0,0.05,3.0,0.01,0.0,right,0.9851729869842529,1.0
0_2,2,0,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-44,60,90,1.5,16,dotMotionDST,dotMotionDST,180,10800,1,464.7057249546051,right,0.0,0.6509311199188232,0.65,250.0,16,right,1,0,0.0,10.0,0.05,3.0,0.01,0.0,right,1.2207469940185547,1.0
0_2,2,0,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-51,60,90,1.5,17,dotMotionDST,dotMotionDST,180,10800,1,471.55752396583557,right,0.0,0.46814393997192383,0.6,250.0,17,right,1,0,0.0,10.0,0.05,3.0,0.01,0.0,right,1.720862865447998,1.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-21-59,60,90,1.5,18,dotMotionDST,dotMotionDST,180,10800,1,478.9583010673523,left,1.0,0.6541628837585449,0.5,250.0,18,left,1,0,1.0,100.0,0.05,3.0,0.01,0.0,right,1.8183670043945312,1.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-06,60,90,1.5,19,dotMotionDST,dotMotionDST,180,10800,1,486.39225697517395,left,0.0,0.5511610507965088,0.45,250.0,19,left,1,0,0.0,10.0,0.05,3.0,0.01,180.0,left,1.2182509899139404,1.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-13,60,90,1.5,20,dotMotionDST,dotMotionDST,180,10800,1,493.17629313468933,left,0.0,0.5033831596374512,0.8,250.0,20,left,1,0,0.0,10.0,0.05,3.0,0.01,270.0,left,1.6539521217346191,0.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-20,60,90,1.5,21,dotMotionDST,dotMotionDST,180,10800,1,500.5431749820709,left,0.0,0.5172021389007568,0.65,250.0,21,left,1,0,0.0,10.0,0.05,3.0,0.01,0.0,right,0.6854851245880127,1.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-27,60,90,1.5,22,dotMotionDST,dotMotionDST,180,10800,1,507.2437081336975,left,0.0,0.550879955291748,0.55,250.0,22,left,1,0,0.0,10.0,0.05,3.0,0.01,270.0,right,2.1005070209503174,0.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-35,60,90,1.5,23,dotMotionDST,dotMotionDST,180,10800,1,515.161947965622,left,1.0,0.503587007522583,0.4,250.0,23,left,1,0,1.0,100.0,0.05,3.0,0.01,90.0,right,1.7348580360412598,0.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-42,60,90,1.5,24,dotMotionDST,dotMotionDST,180,10800,1,522.7120499610901,left,1.0,0.6042680740356445,0.75,250.0,24,left,1,0,1.0,100.0,0.05,3.0,0.01,270.0,right,0.8518750667572021,0.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-49,60,90,1.5,25,dotMotionDST,dotMotionDST,180,10800,1,529.0631411075592,left,1.0,0.4875969886779785,0.65,250.0,25,left,1,0,1.0,100.0,0.05,3.0,0.01,180.0,left,1.687673807144165,1.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-22-56,60,90,1.5,26,dotMotionDST,dotMotionDST,180,10800,1,536.630597114563,left,0.0,0.3872249126434326,0.4,250.0,26,left,1,0,0.0,10.0,0.05,3.0,0.01,180.0,right,0.6685981750488281,0.0
0_1,0,1,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-23-03,60,90,1.5,27,dotMotionDST,dotMotionDST,180,10800,1,543.0474469661713,left,0.0,0.40343809127807617,0.8,250.0,27,left,1,0,0.0,10.0,0.05,3.0,0.01,0.0,right,1.1872520446777344,1.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-23-10,60,90,1.5,28,dotMotionDST,dotMotionDST,180,10800,1,550.1315960884094,left,1.0,0.7368478775024414,0.9,250.0,28,left,1,0,1.0,100.0,0.05,3.0,0.01,180.0,right,0.9679088592529297,0.0
1_2,1,2,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-23-17,60,90,1.5,29,dotMotionDST,dotMotionDST,180,10800,1,556.9160010814667,left,1.0,0.46980905532836914,0.4,250.0,29,left,1,0,1.0,100.0,0.05,3.0,0.01,90.0,right,2.6358871459960938,0.0
0_2,2,0,57,27,151018,2018-10-18-11-14-00,2018-10-18-11-23-25,60,90,1.5,30,dotMotionDST,dotMotionDST,180,10800,1,565.1496119499207,right,0.0,0.4856078624725342,0.55,250.0,30,right,1,0,0.0,10.0,0.05,3.0,0.01,180.0,left,0.8536319732666016,1.0
