participant,age,scriptDate,trialNo,blockType,task,postFixationFrames,targetFrames,targetS,startTime,endTime,questionNo,questionText,elapsedTime,resp,rt,iti,choice,overallTrialNum,blockNumber
4,20,151018,1,,belief,,9999,599940,2018-10-18-15-22-46,2018-10-18-15-32-24,1,"Overall, how much did you believe the accuracy feedback you received after you make each response?",578.0879209041595,8,6.9348719120025635,0.2,,1,1
